Time,Gold Probe Temperature,Stainless Steel Probe Temperature
62,24.231,24.147,0.005175195155529967
63,24.246,24.116,0.0051760947725171145
64,24.134,24.105,0.005174191828771796
65,24.149,24.112,0.005174336952133704
66,24.134,24.115,0.00517399327725177
67,24.125,24.077,0.00517457731594845
68,24.263,23.991,0.005178898840650492
69,24.309,24.093,0.005177744716359011
70,24.159,24.014,0.005176472256056816
71,24.138,24.007,0.0051762134946225875
72,24.088,24.179,0.005171851331700834
73,24.203,24.155,0.00517450598379904
74,24.241,24.213,0.00517407418169662
75,24.199,24.072,0.005176078212171378
76,24.214,24.095,0.0051759056379742695
77,24.159,24.201,0.005172759318345117
78,24.155,24.248,0.005171750460017616
79,24.011,24.197,0.005170035559961002
80,24.112,24.129,0.0051732986153458175
81,24.119,24.235,0.005171326698350935
82,24.109,24.103,0.005173758022511937
83,24.268,24.109,0.0051766504552128185
84,24.248,24.205,0.005174365593588541
85,24.339,23.985,0.005180457508647457
86,24.088,24.082,0.0051737772301035795
87,24.262,24.146,0.005175802166688249
88,24.147,24.165,0.005173246773149981
89,24.254,24.28,0.0051729902509353295
90,24.277,24.063,0.0051777343003208106
91,24.135,24.202,0.005172284896621918
92,24.094,24.016,0.005175201379521606
93,24.086,24.002,0.0051753278476143446
94,24.46,24.144,0.005179592102321809
95,24.251,24.027,0.005177956681850082
96,24.27,24.009,0.005178673990736879
97,24.176,24.126,0.005174570377658088
98,24.216,24.138,0.005175089741149949
99,24.278,24.183,0.005175370593599887
100,24.266,24.095,0.00517689055427716
101,24.192,24.131,0.005174774152131249
102,24.115,24.149,0.005172958345951946
103,24.157,24.101,0.005174706885487706
104,24.275,24.036,0.0051782325505031635
105,23.996,24.052,0.005172630346200225
106,24.353,24.11,0.0051782405546756055
107,24.226,24.215,0.005173750370034637
108,24.433,24.136,0.005179239552726225
109,24.115,24.074,0.005174447475525754
110,24.191,23.971,0.005177932239461486
111,24.177,24.202,0.005173080390906287
112,24.033,24.205,0.0051702934226228806
113,24.225,24.046,0.005177086938500968
114,24.241,24.126,0.005175801516291133
115,24.195,24.187,0.005173719124165511
116,24.213,24.065,0.0051764823762625554
117,24.107,24.079,0.0051741966710013585
118,24.282,23.995,0.005179179289363168
119,24.084,24.079,0.0051737610337119965
120,24.287,24.124,0.005176712494410192
121,24.175,24.039,0.00517627889107309
122,24.194,24.141,0.005174613484520041
123,24.153,24.113,0.00517439285952876
124,24.117,24.104,0.005173889692668562
125,24.382,24.08,0.005179385521180628
126,24.232,24.174,0.005174678023063576
127,24.296,24.147,0.005176426289594943
128,24.22,24.103,0.005175860437031475
129,24.172,24.208,0.005172866567964885
130,24.312,23.983,0.005179985815964222
131,24.181,24.109,0.005175002618553201
132,24.267,24.079,0.005177227191275173
133,24.194,24.152,0.005174395082991897
134,24.224,24.106,0.005175876633054673
135,24.186,24.221,0.005172873638074142
136,24.186,24.095,0.005175375298426559
137,24.246,24.131,0.005175796943322728
138,24.193,24.089,0.005175627017389361
139,24.279,24.081,0.005177414767921235
140,24.089,24.169,0.005172068810415195
141,24.483,24.036,0.005182172256820918
142,24.233,24.16,0.005174974925650983
143,24.161,24.112,0.005174564239828308
144,24.205,24.125,0.005175139510000128
145,24.146,24.096,0.0051745978150434515
146,24.321,24.013,0.005179560550661409
147,24.153,24.138,0.005173896486235766
148,24.343,24.108,0.005178090859936476
149,24.141,24.167,0.0051730934220666994
150,24.177,24.084,0.005175423244530397
151,24.226,24.151,0.005175021033926884
152,24.314,24.022,0.005179249246794569
153,24.122,24.134,0.005173388747598526
154,24.073,24.1,0.005173135723653864
155,24.31,24.143,0.005176770877332014
156,24.251,24.183,0.005174859202701508
157,24.081,24.137,0.0051725526208048584
158,24.356,24.193,0.005176649400418716
159,24.283,24.033,0.005178443648774206
160,24.202,24.132,0.005174943702921621
161,24.128,24.179,0.005172608948381728
162,24.112,24.167,0.0051725441488089845
163,24.202,24.144,0.00517470544452011
164,24.103,24.133,0.005173048731432386
165,24.241,24.146,0.005175404415612375
166,23.944,24.096,0.005170771794697044
167,24.078,24.161,0.005172019297121023
168,24.179,24.134,0.005174468359950572
169,23.755,24.201,0.005165107419592201
170,24.109,24.205,0.005171732887708417
171,24.192,24.14,0.005174595458219279
172,24.293,24.103,0.00517724310603982
173,24.221,24.194,0.005174072596527341
174,24.185,24.039,0.005176468299930151
175,24.157,24.072,0.005175282699614847
176,24.415,24.066,0.005180288560671496
177,24.161,24.175,0.005173313398206141
178,24.16,24.061,0.005175557938337833
179,24.132,24.132,0.005173617862722498
180,24.39,23.977,0.005181582370053947
181,24.304,24.271,0.005174115929135161
182,24.136,24.149,0.005173356096817018
183,24.14,24.062,0.005175159266037028
184,24.334,24.026,0.005179548636053922
185,24.432,24.186,0.005178227851406627
186,24.19,24.048,0.005176384295333884
187,24.152,24.175,0.005173142934332525
188,24.149,24.023,0.005176104134447235
189,24.103,24.14,0.0051729097494917385
190,24.06,23.895,0.005176960172980711
191,24.583,24.288,0.005179062709314396
192,24.208,24.043,0.005176824513643529
193,24.197,24.275,0.005172009927899017
194,24.044,24.201,0.0051705811788486196
195,24.251,24.098,0.005176546876432009
196,24.096,24.069,0.00517418687957574
197,24.127,24.255,0.005171081167024281
198,24.254,24.174,0.005175094712606003
199,24.278,24.054,0.005177931950328759
200,24.216,24.118,0.005175486843085758
201,24.001,24.172,0.0051703424899754305
202,24.363,24.159,0.0051774570431382255
203,24.335,24.077,0.005178554875214437
204,24.123,24.157,0.005172951035468535
205,24.271,24.174,0.005175416699979696
206,24.341,24.075,0.005178708232701314
207,24.018,24.132,0.005171458637255354
208,24.248,24.056,0.005177324012181755
209,24.172,24.117,0.00517467331089778
210,24.037,24.062,0.0051732083627459985
211,24.338,24.183,0.005176507017818502
212,24.173,24.04,0.005176221152726978
213,24.234,24.139,0.005175410816160707
214,24.276,24.177,0.005175451838865076
215,24.227,24.133,0.005175397362227266
216,24.273,24.094,0.0051770429950654595
217,24.117,24.095,0.005174068390255414
218,24.278,24.136,0.00517630376578882
219,24.163,24.153,0.00517378807279336
220,24.331,24.114,0.0051777444373221435
221,24.13,24.118,0.005173857949668403
222,24.203,24.139,0.005174823659084452
223,24.207,24.137,0.0051749391310548865
224,24.27,24.083,0.005177204588975247
225,24.2,24.11,0.005175342635545029
226,24.25,24.14,0.005175694009974305
227,24.166,24.179,0.005173328684228577
228,24.121,24.161,0.005172833737642128
229,24.181,24.121,0.005174764355940165
230,24.144,24.198,0.005172534773834803
231,24.206,24.095,0.0051757541123892085
232,24.268,24.207,0.005174704692504317
233,24.229,24.149,0.005175117564933765
234,24.285,24.128,0.005176595191750646
235,24.206,24.106,0.005175535701151213
236,24.241,24.161,0.005175106594910324
237,24.246,24.091,0.005176591163668328
238,24.184,24.088,0.005175476406638664
239,24.216,24.091,0.005176022942322543
240,24.22,24.138,0.005175165503366723
241,24.272,24.096,0.0051769843425862605
242,24.116,24.119,0.00517357292603649
243,24.201,24.169,0.005174190140868069
244,24.238,24.119,0.005175883681406224
245,24.258,24.136,0.00517592495457109
246,24.227,24.158,0.005174900991899356
247,24.215,24.167,0.005174495015896729
248,24.248,24.122,0.005176013521560249
249,24.197,24.121,0.005175067405717607
250,24.224,24.162,0.005174764752287208
251,24.295,24.116,0.005177022863280629
252,24.186,24.101,0.005175256165150961
253,24.21,24.169,0.005174360604922319
254,24.182,24.205,0.005173115531803734
255,24.151,24.144,0.005173739477280241
256,24.247,24.138,0.005175676898329943
257,24.182,24.096,0.005175279680055683
258,24.304,24.135,0.0051768160756257954
259,24.292,24.107,0.00517714474227823
260,24.215,24.209,0.0051736611481068015
261,24.249,24.136,0.005175754489523112
262,24.269,24.17,0.005175458236985965
263,24.296,24.15,0.0051763667246277805
264,24.165,24.136,0.005174163482408646
265,24.153,24.086,0.005174928955543916
266,24.175,24.152,0.005174035213352316
267,24.23,24.112,0.005175871144072278
268,24.229,24.117,0.005175752926493106
269,24.26,24.15,0.0051756848661223985
270,24.209,24.165,0.005174421081908879
271,24.191,24.17,0.0051739808821100654
272,24.141,24.139,0.005173649344931944
273,24.269,24.158,0.005175696492364769
274,24.252,24.192,0.005174699455954303
275,24.222,24.175,0.005174468764460647
276,24.231,24.118,0.005175770952402739
277,24.253,24.151,0.005175532427715578
278,24.244,24.14,0.005175580366689302
279,24.258,24.141,0.005175825679345901
280,24.273,24.095,0.005177023139164088
281,24.334,24.134,0.005177404147925433
282,24.24,24.155,0.005175206782199469
283,24.199,24.126,0.0051750060113282415
284,24.176,24.196,0.0051731805725459
285,24.243,24.094,0.005176474774021034
286,24.274,24.134,0.0051762677138706475
287,24.155,24.156,0.0051735769855391
288,24.306,24.195,0.005175662673529721
289,24.535,24.217,0.005179563212590864
290,24.622,24.245,0.005180655089891138
291,24.708,24.272,0.005181747879251727
292,24.81,24.354,0.005182051766970575
293,24.93,24.36,0.0051842054270977034
294,24.959,24.333,0.005185290728343616
295,25.147,24.379,0.005187938144402358
296,25.236,24.463,0.005187956118043019
297,25.543,24.546,0.005192122765842077
298,25.761,24.557,0.005196033132194703
299,25.98,24.641,0.00519851320834294
300,26.197,24.613,0.0052031788167014896
301,26.31,24.785,0.005201904438134324
302,26.407,24.856,0.005202332130758303
303,26.747,24.801,0.005209862895998372
304,26.908,24.902,0.005210907034387328
305,27.01,24.898,0.005212918112576845
306,27.121,25.002,0.005212955858799575
307,27.156,25.044,0.005212785038884257
308,27.385,25.058,0.0052168438524366825
309,27.674,25.114,0.005221205238059381
310,27.789,25.053,0.005224593849955751
311,27.54,25.213,0.005216702760661955
312,27.682,25.19,0.005219848293714769
313,27.937,25.155,0.0052253719373125534
314,27.97,25.224,0.00522462733815694
315,28.075,25.288,0.005225345487729667
316,28.29,25.346,0.005228265763042344
317,28.3,25.327,0.0052288322141931815
318,28.372,25.334,0.005230056721017152
319,28.343,25.493,0.005226352147736424
320,28.666,25.433,0.0052336592261741305
321,28.569,25.47,0.005231088128988003
322,28.667,25.451,0.0052333209360485
323,28.928,25.596,0.005235385716353615
324,28.982,25.542,0.005237479855892822
325,28.819,25.625,0.005232746265608914
326,29.045,25.687,0.005235795433912086
327,28.966,25.512,0.0052377722420677815
328,29.074,25.558,0.005238904433829922
329,29.31,25.506,0.005244405305551483
330,29.445,25.657,0.005243964931228934
331,29.393,25.466,0.0052467708948540975
332,29.574,25.657,0.005246407613259311
333,29.609,25.724,0.00524574077508146
334,29.581,25.731,0.0052450716805384915
335,29.601,25.719,0.0052456885122326
336,29.651,25.746,0.005246099493428336
337,29.808,25.685,0.0052502828507215715
338,29.721,25.661,0.005249111752896011
339,30.082,25.648,0.005256205477880766
340,30.009,25.818,0.005251449526023363
341,30.045,25.697,0.005254532396058694
342,30.063,25.818,0.005252472015573792
343,30.22,25.788,0.005256040143132912
344,30.367,25.715,0.00526027235044273
345,30.407,25.748,0.005260374833341947
346,30.545,25.827,0.005261420075000143
347,30.301,25.874,0.005255867282479521
348,30.625,25.867,0.005262141072324791
349,30.393,25.837,0.005258343515713016
350,30.492,25.788,0.00526119048760385
351,30.723,25.854,0.005264254671659802
352,30.479,25.854,0.005259634562459045
353,30.792,25.957,0.005263517196738241
354,30.788,25.972,0.005263143807651165
355,30.765,25.835,0.005265427000763932
356,30.851,25.838,0.005266995867493983
357,30.976,25.87,0.0052687276608281534
358,30.944,25.803,0.005269451443711753
359,31.117,25.786,0.005273064614216482
360,31.163,25.879,0.005272089856142717
361,31.296,25.93,0.005273596030074704
362,31.235,25.982,0.005271409077342038
363,30.961,25.863,0.005268582558671847
364,31.203,26.012,0.00527020784985762
365,31.4,26.031,0.005273560875259928
366,31.197,26.033,0.005269677526378079
367,31.487,25.913,0.005277549933303915
368,31.526,25.88,0.005278943338261779
369,31.513,25.99,0.005276514092820372
370,31.589,25.988,0.005277992800554969
371,31.617,25.957,0.005279138189551916
372,31.625,25.876,0.005280897273149545
373,31.539,25.971,0.005277383453637467
374,31.696,26.036,0.0052790662009752475
375,31.89,26.097,0.005281528896902136
376,31.9,26.015,0.0052833455582283
377,31.704,25.926,0.0052814007453081116
378,31.943,25.96,0.005285251306686214
379,32.119,26.02,0.0052873929463256725
380,32.099,25.975,0.005287907378466718
381,32.032,25.984,0.005286460143727392
382,32.149,26.073,0.005286909119286085
383,32.503,25.928,0.005296489821806297
384,32.28,25.939,0.005292049061747564
385,32.385,26.088,0.005291079882828447
386,32.344,26.006,0.005291931037198274
387,32.528,25.972,0.005296089816246867
388,32.326,26.142,0.005288891102960605
389,32.417,25.995,0.005293531575438883
390,32.65,26.038,0.005297089806373223
391,32.524,26.014,0.0052951804390163485
392,32.586,26.041,0.005295818469227778
393,32.551,25.972,0.005296525309463937
394,32.77,26.029,0.005299540556615213
395,32.776,26.094,0.005298364033756645
396,32.829,26.003,0.005301173757858206
397,33.028,26.184,0.005301349144824238
398,32.884,26.098,0.005300329523946589
399,32.977,26.132,0.005301415567209596
400,33.089,25.986,0.005306434154666424
401,33.188,26.085,0.005306343519213364
402,33.031,26.108,0.005302914351010079
403,33.064,26.19,0.005301911680691907
404,33.065,26.207,0.005301593222439657
405,33.267,26.171,0.005306132341138774
406,33.418,26.041,0.0053115717753876935
407,33.491,26.056,0.0053126562159582025
408,33.313,26.206,0.005306308632388078
409,33.449,26.236,0.005308288195824618
410,33.724,26.16,0.005315003447782531
411,33.636,26.027,0.005315977364741295
412,33.586,26.125,0.005313085298895433
413,33.649,26.183,0.005313126880612733
414,33.606,26.186,0.005312253181441528
415,33.596,26.124,0.0053132944884405325
416,33.686,26.192,0.005313648791840749
417,33.633,26.117,0.005314133995128063
418,34.066,26.274,0.0053192159876809695
419,33.666,26.2,0.005313111327695624
420,34.118,26.225,0.005321173135492492
421,34.123,26.121,0.005323332256085736
422,34.218,26.239,0.005322788605325999
423,34.236,26.161,0.00532467774006576
424,34.211,26.212,0.00532319201555556
425,34.234,26.177,0.005324322257327033
426,33.98,26.387,0.005315344975579401
427,34.14,26.154,0.0053229990443747184
428,34.21,26.21,0.005323212782041841
429,34.287,26.308,0.005322725429335584
430,34.148,26.311,0.005320034143600194
431,34.586,26.193,0.005330669332682855
432,34.364,26.299,0.005324361940728407
433,34.419,26.273,0.005325919363613585
434,34.462,26.296,0.005326276964002772
435,34.622,26.161,0.005331986214090706
436,34.513,26.296,0.005327242568963614
437,34.645,26.429,0.005327101896821827
438,34.61,26.33,0.00532840422722551
439,34.83,26.38,0.005331577082750527
440,34.713,26.426,0.005328448884082424
441,34.76,26.249,0.0053328521124645974
442,34.584,26.284,0.0053288250410681
443,34.865,26.205,0.005335713624063617
444,34.936,26.32,0.005334774993395093
445,34.702,26.444,0.005327883363684334
446,35.061,26.349,0.005336565994433441
447,34.881,26.363,0.00533288011294676
448,34.956,26.308,0.005335391868273672
449,34.726,26.447,0.005328278211916583
450,35.012,26.35,0.005335618414597309
451,35.136,26.447,0.005336040717084444
452,34.85,26.363,0.005332293183357664
453,35.016,26.446,0.005333788612792703
454,35.27,26.31,0.005341297249685143
455,35.235,26.33,0.005340237552180263
456,35.281,26.291,0.005341882704085357
457,35.213,26.389,0.0053386498301165606
458,35.331,26.366,0.005341340505731843
459,35.382,26.414,0.005341353267558828
460,35.362,26.506,0.005339148469223298
461,35.322,26.288,0.005342718532276972
462,35.407,26.425,0.005341608241508929
463,35.536,26.411,0.005344328508994464
464,35.491,26.402,0.005343655177853099
465,35.571,26.259,0.005348008711353721
466,35.747,26.441,0.00534772784824624
467,35.736,26.329,0.005349742998373121
468,35.683,26.344,0.005348441743106827
469,35.696,26.353,0.0053485092037766965
470,35.618,26.408,0.005345940572831254
471,35.522,26.449,0.0053433091315911
472,35.735,26.466,0.00534700438649951
473,35.587,26.486,0.005343805325403574
474,35.651,26.426,0.005346208045291752
475,35.886,26.421,0.005350756560527558
476,35.722,26.413,0.005347810354769902
477,35.932,26.48,0.005350456250314579
478,35.869,26.45,0.0053498590081616565
479,35.881,26.454,0.005350006798712816
480,35.951,26.559,0.005349247812146329
481,35.908,26.481,0.005349982011620586
482,36.061,26.535,0.005351806795692573
483,35.953,26.454,0.005351369968714293
484,35.81,26.541,0.005346935603486312
485,35.987,26.382,0.005353443040117723
486,36.081,26.475,0.005353376499001424
487,36.005,26.422,0.005352989738267153
488,35.98,26.485,0.005351265771669578
489,36.138,26.552,0.005352927154539121
490,36.059,26.418,0.005354091530632284
491,36.094,26.549,0.005352153670364942
492,35.951,26.585,0.0053487317329989435
493,36.186,26.474,0.005355384299822614
494,36.358,26.543,0.005357270984871865
495,36.192,26.535,0.00535428697331726
496,36.468,26.61,0.005358023570741369
497,36.272,26.595,0.0053546105636056805
498,36.244,26.606,0.005353862108815637
499,36.317,26.706,0.005353259289710468
500,36.354,26.568,0.005356698984225967
501,36.465,26.738,0.005355426099845626
502,36.574,26.571,0.005360804590667708
503,36.381,26.626,0.005356058854928862
504,36.497,26.559,0.005359584998495374
505,36.518,26.578,0.005359605411662237
506,36.369,26.653,0.005355295734771734
507,36.601,26.541,0.005361911317097497
508,36.52,26.66,0.005358015561113229
509,36.332,26.585,0.005355945012212413
510,36.788,26.63,0.0053636849212190425
511,36.582,26.573,0.005360916348471564
512,36.517,26.615,0.005358852007354163
513,36.703,26.723,0.005360229646157017
514,36.886,26.609,0.005365957169791107
515,36.58,26.626,0.005359826394251712
516,36.748,26.713,0.00536128007945065
517,36.758,26.631,0.005363097100103324
518,36.708,26.717,0.0053604434001679555
519,36.764,26.74,0.005361047068906238
520,36.981,26.632,0.005367299160955521
521,36.937,26.61,0.005366902871166367
522,36.761,26.715,0.005361486497953718
523,36.927,26.609,0.005366733398745869
524,36.846,26.562,0.005366132910492312
525,36.799,26.597,0.005364548266439627
526,36.832,26.646,0.0053642003307194175
527,36.989,26.674,0.00536661687378438
528,37.082,26.628,0.0053692907344382946
529,36.958,26.535,0.005368789385992904
530,36.885,26.689,0.005364350171128206
531,37.095,26.624,0.005369616262721377
532,36.974,26.768,0.005364467008750389
533,36.941,26.67,0.005365787530414962
534,36.92,26.796,0.00536288892749834
535,36.947,26.64,0.005366496651308358
536,36.986,26.698,0.005366083665584692
537,37.182,26.776,0.005368246047176574
538,37.2,26.619,0.005371703422781622
539,37.155,26.767,0.00536791353191441
540,37.209,26.695,0.005370365082519014
541,37.15,26.758,0.005367997519027206
542,37.166,26.614,0.005371158983474468
543,37.235,26.655,0.00537165137761078
544,37.388,26.822,0.00537123292524472
545,37.229,26.669,0.005371259860131694
546,37.192,26.64,0.00537113506799791
547,37.213,26.767,0.005369011582210496
548,37.282,26.738,0.005370893540194519
549,37.36,26.675,0.00537362086912866
550,37.568,26.779,0.005375494197858513
551,37.407,26.825,0.005371533079949197
552,37.328,26.728,0.005371962919355207
553,37.386,26.812,0.0053713935557849
554,37.372,26.699,0.005373371614355484
555,37.348,26.777,0.005371368888005444
556,37.493,26.771,0.005374233112207832
557,37.131,26.743,0.005367935559056573
558,37.49,26.751,0.005374573331587308
559,37.419,26.801,0.005372236650392084
560,37.466,26.887,0.005371419416193459
561,37.433,26.973,0.005369087791141902
562,37.544,26.717,0.005376270605279686
563,37.45,26.753,0.005373776351876823
564,37.491,26.818,0.005373262291522884
565,37.59,26.768,0.005376129058177223
566,37.592,26.87,0.005374142219032409
567,37.659,26.781,0.0053771772954674234
568,37.635,26.825,0.0053758495107438485
569,37.728,26.887,0.005376379472751099
570,37.694,26.754,0.0053783758953888355
571,37.616,26.752,0.005376938906388612
572,37.673,26.838,0.005376310865048297
573,37.587,26.821,0.005375020188230965
574,37.693,26.802,0.005377404110628432
575,37.68,26.947,0.005374279848019155
576,37.785,26.761,0.005379959739873416
577,37.927,26.791,0.0053820525158484855
578,37.61,26.834,0.005375197568827074
579,37.755,26.939,0.005375858483444056
580,37.98,26.871,0.005381467817270383
581,37.924,26.918,0.005379474712246816
582,37.767,26.856,0.005377733140662637
583,37.716,26.826,0.005377363129267075
584,37.814,26.828,0.005379178735720476
585,37.927,26.892,0.00538004759479497
586,37.762,26.761,0.0053795243056886655
587,37.866,26.89,0.0053789324726668765
588,37.802,26.835,0.005378812601902807
589,38.004,27.06,0.005378170770226877
590,37.905,26.903,0.005379412756082842
591,37.981,26.983,0.0053792636243686
592,37.929,26.923,0.005379470122936651
593,38.106,26.913,0.005383019479179363
594,38.068,26.876,0.005383034542126296
595,38.073,26.888,0.0053828909945960075
596,37.839,26.809,0.005380029194225304
597,37.995,27.002,0.00537915154574906
598,38.171,26.959,0.005383336932415904
599,38.059,26.947,0.005381454818208984
600,38.198,26.883,0.0053853566872896115
601,38.068,26.94,0.005381764145235926
602,37.868,27.03,0.005376191564973756
603,38.209,26.983,0.00538357993877643
604,38.189,26.936,0.005384134236852577
605,38.095,26.901,0.00538304943413509
606,38.233,26.885,0.0053859795888765005
607,38.208,26.924,0.005384732132653069
608,38.146,26.896,0.005384114190899904
609,38.264,26.981,0.0053846608534536804
610,38.12,26.92,0.0053831455694381795
611,38.3,27.081,0.005383357530145627
612,38.219,26.999,0.005383451667888951
613,38.206,26.997,0.005383245260441668
614,38.305,26.918,0.005386687580760471
615,38.18,27.076,0.0053811850597566095
616,38.181,26.911,0.00538447903688495
617,38.437,27.16,0.005384383125954617
618,38.541,26.955,0.005390420908748839
619,38.332,26.963,0.005386305469292323
620,38.313,27.066,0.0053839013477836135
621,38.486,26.993,0.005388625383669813
622,38.443,27.015,0.005387374656072482
623,38.543,27.128,0.005387024883569936
624,38.419,27.071,0.0053858087861158414
625,38.294,27.077,0.005383323335137666
626,38.558,27.023,0.005389392936456831
627,38.233,27.061,0.005382486111236749
628,38.329,27.093,0.00538366835531694
629,38.473,27.145,0.005385362331107873
630,38.419,27.062,0.005385987419994156
631,38.426,27.045,0.0053864573605734095
632,38.478,27.101,0.0053863302690135735
633,38.512,27.061,0.005387767846821879
634,38.416,27.074,0.005385692449086016
635,38.68,27.01,0.005391960576989747
636,38.629,27.139,0.005388434602480831
637,38.485,27.035,0.005387772778801227
638,38.486,27.053,0.005387434430847798
639,38.514,27.104,0.005386952235053488
640,38.672,27.086,0.00539030057669249
641,38.791,27.063,0.005393009883427553
642,38.775,27.198,0.005390027481826747
643,38.755,27.068,0.005392229122839893
644,38.847,27.119,0.005392958464300039
645,38.579,27.29,0.005384491314844999
646,38.758,27.062,0.005392405011601316
647,38.698,27.1,0.005390514898560028
648,38.546,27.143,0.005386783965263927
649,38.73,27.373,0.005385702690939444
650,38.841,27.245,0.005390344097807146
651,38.723,27.285,0.005387316491680561
652,38.701,27.166,0.005389261728830245
653,38.602,27.181,0.005387089895189441
654,38.863,27.198,0.005391693366756525
655,38.852,27.001,0.005395395385422218
656,38.862,27.164,0.005392349253319368
657,38.714,27.179,0.005389249812707149
658,38.773,27.177,0.005390406411096724
659,38.828,27.17,0.005391586526007619
660,38.923,27.133,0.005394119319878154
661,38.982,27.299,0.0053919415783044225
662,38.72,27.278,0.00538739861798389
663,38.949,27.209,0.0053931030688973685
664,39.093,27.329,0.005393447452026126
665,38.883,27.23,0.0053914368719799
666,39.144,27.293,0.005395127346700352
667,39.089,27.21,0.005395733487644732
668,39.076,27.128,0.005397114965846192
669,39.048,27.24,0.005394361917416848
670,39.094,27.088,0.005398249704364594
671,38.869,27.3,0.005389782621883815
672,39.062,27.14,0.005396611746858588
673,39.09,27.221,0.005395534093748524
674,39.18,27.31,0.00539547144524347
675,39.194,27.329,0.005395359391041599
676,39.04,27.177,0.005395460875467647
677,39.044,27.229,0.005394504514869618
678,39.141,27.159,0.005397730140370427
679,39.213,27.345,0.005395401528884057
680,38.906,27.23,0.005391872271354399
681,39.282,27.259,0.0053984145195030316
682,39.128,27.235,0.005395975584417951
683,39.121,27.381,0.005392945541797281
684,39.254,27.267,0.005397725692006363
685,39.005,27.351,0.005391345011018633
686,39.193,27.32,0.005395519075201727
687,39.409,27.243,0.0054011362382662366
688,39.179,27.292,0.005395809750436083
689,39.218,27.334,0.005395714483276867
690,39.315,27.303,0.005398165942756012
691,39.165,27.388,0.0053936395444057214
692,39.455,27.346,0.005399962751554999
693,39.155,27.333,0.005394541734408327
694,39.195,27.227,0.005397402702463553
695,39.327,27.357,0.005397321401453254
696,39.271,27.228,0.0053988215661389186
697,39.125,27.36,0.005393438006010988
698,39.189,27.356,0.005394728906985407
699,39.157,27.361,0.0053940239204194
700,39.596,27.315,0.005403247150077637
701,39.344,27.267,0.005399429417977669
702,39.263,27.222,0.005398789211153075
703,39.351,27.397,0.005396981898009768
704,39.369,27.293,0.005399386642818638
705,39.377,27.335,0.005398704518476969
706,39.409,27.369,0.005398635509094263
707,39.473,27.293,0.005401355384135535
708,39.423,27.332,0.00539963484150795
709,39.437,27.382,0.005398907551438962
710,39.59,27.358,0.0054022801445640445
711,39.506,27.367,0.005400511407780464
712,39.512,27.396,0.005400049452966123
713,39.523,27.38,0.005400575216605181
714,39.354,27.475,0.0053954908143746035
715,39.483,27.322,0.00540096911542912
716,39.388,27.477,0.005396094733642648
717,39.611,27.445,0.005400951074443843
718,39.547,27.336,0.005401902783407854
719,39.606,27.38,0.0054021464004161334
720,39.53,27.265,0.005402990147992323
721,39.573,27.32,0.005402712520111705
722,39.451,27.438,0.0053980612329425
723,39.548,27.431,0.005400036333898364
724,39.613,27.407,0.005401743064424282
725,39.825,27.416,0.00540557757188695
726,39.64,27.349,0.0054034052668204
727,39.608,27.528,0.005399247197501254
728,39.731,27.45,0.00540312341280519
